央视频道,#genre#
CCTV-8K 超高清,https://tv.cry33.com/ys4k.php?id=8k25#https://tv.cry33.com/ys4k.php?id=8k
CHC动作电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
CHC家庭影院,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
CHC高清电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
CGTN英语,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225745/index.m3u8
CGTN记录,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002905/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN俄语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002883/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN法语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002827/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN西语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002716/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN阿语,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002826/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
卫视频道,#genre#
凤凰中文,http://n1.jimgo.win:4022/udp/239.93.0.162:2192
凤凰资讯,http://n1.jimgo.win:4022/udp/239.93.0.118:2191
凤凰香港,http://198.16.100.90:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
北京卫视,http://[2409:8087:7001:20:2::2]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/index.m3u8
湖南卫视,http://[2409:8087:7001:20:3::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/index.m3u8
东方卫视,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225797/index.m3u8
四川卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226204/index.m3u8
安徽卫视,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226196/index.m3u8
山东卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226209/index.m3u8
广东卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/index.m3u8
广西卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
江苏卫视,http://[2409:8087:7000:20::17]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/index.m3u8
江西卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/index.m3u8
海南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
深圳卫视,http://[2409:8087:7000:20::15]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8
湖北卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/index.m3u8
山西卫视,http://plex.home.yulei.online:9999/rtp/226.0.2.152:9128
东南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/index.m3u8
重庆卫视,http://[2409:8087:7000:20::18]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/index.m3u8
黑龙江卫视,http://[2409:8087:7000:20::f]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
陕西卫视,http://[2409:8087:7001:20:3::9]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226326/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?
青海卫视,http://36.248.137.69:60033/tsfile/live/0140_1.m3u8?key=txiptv
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
西藏卫视,http://113.12.72.152:9901/tsfile/live/1035_1.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
延边卫视,https://live.ybtvyun.com/video/s10006-b1b09ca0e73d/index.m3u8
大湾区卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.1:5146
厦门卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
农林卫视,http://php.jdshipin.com:8880/qly.php?id=6335
康巴卫视,http://n1.jimgo.win:4022/udp/239.93.0.41:5140
典,http://1.62.64.234/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
山东教育,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
金色学堂,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226994/index.m3u8
纪实人文,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226230/index.m3u8
第一财经,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226966/index.m3u8
乐游频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8
都市剧场,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226581/index.m3u8
欢笑剧场,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
纪实科教,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/index.m3u8
卡酷少儿,http://221.216.132.178:8118/rtp/239.3.1.189:8000
金鹰纪实,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/index.m3u8
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0
茶友频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/index.m3u8
快乐垂钓,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226805/index.m3u8
游戏风云,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://zteres.sn.chinamobile.com:6060/000000001000/5000000005000031641/1.m3u8?channel-id=bestzb&Contentid=5000000005000031641&livemode=1&stbId=3
嘉佳卡通,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
哒啵电竞,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8
哒啵赛事,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8
黑莓电影,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000001/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000001&livemode=1&stbId=3
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
梨园频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
弈坛春秋,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
老故事,http://[2409:8087:7001:20:3::5]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
财富天下,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226350/index.m3u8
置业频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
家庭理财,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226247/index.m3u8
劲爆体育,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8
央视频,#genre#
CCTV-1综合,http://123.6.102.32:11789/5550.php?id=2022576803.m3u8
CCTV-2财经,http://123.6.102.32:11789/5550.php?id=2022576703.m3u8
CCTV-3综艺,http://123.6.102.32:11789/5550.php?id=2022576503.m3u8
CCTV-4国际,http://123.6.102.32:11789/5550.php?id=2022576603.m3u8
CCTV-5体育,http://123.6.102.32:11789/5550.php?id=2022576403.m3u8
CCTV-6电影,http://123.6.102.32:11789/5550.php?id=2013693903.m3u8
CCTV-7国防军事,http://123.6.102.32:11789/5550.php?id=2022576203.m3u8
CCTV-8电视剧,http://123.6.102.32:11789/5550.php?id=2022576103.m3u8
CCTV-9记录,http://123.6.102.32:11789/5550.php?id=2022576003.m3u8
CCTV-10科教,http://123.6.102.32:11789/5550.php?id=2022573003.m3u8
CCTV-11戏曲,http://123.6.102.32:11789/5550.php?id=2022575903.m3u8
CCTV-12社会与法,http://123.6.102.32:11789/5550.php?id=2022575803.m3u8
CCTV-13新闻,http://123.6.102.32:11789/5550.php?id=2022575703.m3u8
CCTV-14少儿,http://123.6.102.32:11789/5550.php?id=2022575603.m3u8
CCTV-15音乐,http://123.6.102.32:11789/5550.php?id=2022575503.m3u8
CCTV-16奥林匹克,http://123.6.102.32:11789/5550.php?id=2022575403.m3u8
CCTV-16-4K,http://123.6.102.32:11789/5550.php?id=2022575103.m3u8
CCTV-17农业农村,http://123.6.102.32:11789/5550.php?id=2022575303.m3u8
CCTV-5+体育赛事,http://123.6.102.32:11789/5550.php?id=2022576303.m3u8
CCTV-4K超高清,http://123.6.102.32:11789/5550.php?id=2022575203.m3u8
CCTV-8K超高清,http://123.6.102.32:11789/5550.php?id=2020603423.m3u8
CCTV-8K超高清,http://123.6.102.32:11789/5550.php?id=2020603463.m3u8
CGTN,http://123.6.102.32:11789/5550.php?id=2022575003.m3u8
CGTN法语,http://123.6.102.32:11789/5550.php?id=2022574903.m3u8
CGTN俄语,http://123.6.102.32:11789/5550.php?id=2022574803.m3u8
CGTN阿拉伯语,http://123.6.102.32:11789/5550.php?id=2022574603.m3u8
CGTN西班牙语,http://123.6.102.32:11789/5550.php?id=2022571703.m3u8
CGTN外语纪录,http://123.6.102.32:11789/5550.php?id=2022574703.m3u8
CCTV风云剧场,http://123.6.102.32:11789/5550.php?id=2012513603.m3u8
CCTV第一剧场,http://123.6.102.32:11789/5550.php?id=2012514403.m3u8
CCTV怀旧剧场,http://123.6.102.32:11789/5550.php?id=2012511203.m3u8
CCTV世界地理,http://123.6.102.32:11789/5550.php?id=2012513303.m3u8
CCTV风云音乐,http://123.6.102.32:11789/5550.php?id=2012514103.m3u8
CCTV兵器科技,http://123.6.102.32:11789/5550.php?id=2012513403.m3u8
CCTV风云足球,http://123.6.102.32:11789/5550.php?id=2012514203.m3u8
CCTV高尔夫网球,http://123.6.102.32:11789/5550.php?id=2012512503.m3u8
CCTV女性时尚,http://123.6.102.32:11789/5550.php?id=2012513903.m3u8
CCTV央视文化精品,http://123.6.102.32:11789/5550.php?id=2012513803.m3u8
CCTV央视台球,http://123.6.102.32:11789/5550.php?id=2012513703.m3u8
CCTV电视指南,http://123.6.102.32:11789/5550.php?id=2012514003.m3u8
CCTV卫生健康,http://123.6.102.32:11789/5550.php?id=2012513503.m3u8
北京卫视,http://123.6.102.32:11789/5550.php?id=2000272103.m3u8
江苏卫视,http://123.6.102.32:11789/5550.php?id=2000295603.m3u8
东方卫视,http://123.6.102.32:11789/5550.php?id=2000292403.m3u8
浙江卫视,http://123.6.102.32:11789/5550.php?id=2000295503.m3u8
湖南卫视,http://123.6.102.32:11789/5550.php?id=2000296203.m3u8
湖北卫视,http://123.6.102.32:11789/5550.php?id=2000294503.m3u8
辽宁卫视,http://123.6.102.32:11789/5550.php?id=2000281303.m3u8
安徽卫视,http://123.6.102.32:11789/5550.php?id=2000298003.m3u8
广东卫视,http://123.6.102.32:11789/5550.php?id=2000292703.m3u8
广西卫视,http://123.6.102.32:11789/5550.php?id=2000294203.m3u8
黑龙江卫视,http://123.6.102.32:11789/5550.php?id=2000293903.m3u8
海南卫视,http://123.6.102.32:11789/5550.php?id=2000291503.m3u8
重庆卫视,http://123.6.102.32:11789/5550.php?id=2000297803.m3u8
深圳卫视,http://123.6.102.32:11789/5550.php?id=2000292203.m3u8
四川卫视,http://123.6.102.32:11789/5550.php?id=2000295003.m3u8
河南卫视,http://123.6.102.32:11789/5550.php?id=2000296103.m3u8
东南卫视,http://123.6.102.32:11789/5550.php?id=2000292503.m3u8
贵州卫视,http://123.6.102.32:11789/5550.php?id=2000293303.m3u8
江西卫视,http://123.6.102.32:11789/5550.php?id=2000294103.m3u8
河北卫视,http://123.6.102.32:11789/5550.php?id=2000293403.m3u8
天津卫视,http://123.6.102.32:11789/5550.php?id=2019927003.m3u8
山东卫视,http://123.6.102.32:11789/5550.php?id=2000294803.m3u8
新疆卫视,http://123.6.102.32:11789/5550.php?id=2019927403.m3u8
兵团卫视,http://123.6.102.32:11789/5550.php?id=2022606703.m3u8
CETV1,http://123.6.102.32:11789/5550.php?id=2022823803.m3u8
广东频道,#genre#
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
嘉佳卡通,http://php.jdshipin.com:8880/chudian.php?id=jjkt
广东国际,http://php.jdshipin.com:8880/chudian.php?id=gdgj
广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广东综艺4K,http://php.jdshipin.com:8880/chudian.php?id=gdzy
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广东4K超高清,http://14.126.29.160:7777/udp/239.77.0.244:5146
广东4K超高清,http://ddns.cyruslee.top:8888/udp/239.77.0.244:5146
广东4K超高清,https://php.17186.eu.org/gdtv/web/gdzy.m3u8
广东IPTV广告,http://ddns.cyruslee.top:8888/udp/239.77.0.232:5146
广东IPTV广告,http://ddns.cyruslee.top:8888/udp/239.77.0.240:5146
广东大湾区卫视,http://113.110.72.132:808/hls/606/index.m3u8
广东大湾区卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/wh7f454c46tw350016125_686450511/ott.mobaibox.com/PLTV/3/224/3221227005/index.m3u8?
广东大湾区卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1935909172_1423147160/ott.mobaibox.com/PLTV/3/224/3221228326/index.m3u8?
广东大湾区卫视,http://113.101.119.52:808/hls/129/index.m3u8
广东大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东大湾区卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.215:5146
广东大湾区卫视,https://php.17186.eu.org/gdtv/web/gdgj.m3u8
广东大湾区卫视,https://php.17186.eu.org/gdtv/web/health.m3u8
广东大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
广东广视传媒,https://php.17186.eu.org/gdtv/web/lizhi.m3u8
广东嘉佳卡通,http://14.126.29.160:7777/udp/239.77.0.179:5146
广东嘉佳卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.179:5146
广东经济科教,http://113.110.72.132:808/hls/129/index.m3u8
广东经济科教,http://14.126.29.160:7777/udp/239.77.0.167:5146
广东经济科教,http://14.126.29.160:7777/udp/239.77.0.85:5146
广东经济科教,http://ddns.cyruslee.top:8888/udp/239.77.0.167:5146
广东经济科教,http://ddns.cyruslee.top:8888/udp/239.77.0.85:5146
广东经济科教,https://php.17186.eu.org/gdtv/web/jjkj.m3u8
广东岭南戏曲,http://113.110.72.132:808/hls/22/index.m3u8
广东岭南戏曲,http://14.126.29.160:7777/udp/239.77.0.16:5146
广东岭南戏曲,http://ddns.cyruslee.top:8888/udp/239.77.0.16:5146
广东岭南戏曲,https://php.17186.eu.org/gdtv/web/lnxq.m3u8
广东民生,http://113.101.119.52:808/hls/107/index.m3u8
广东民生,http://113.110.72.132:808/hls/107/index.m3u8
广东民生,http://14.126.29.160:7777/udp/239.77.0.225:5146
广东民生,http://ddns.cyruslee.top:8888/udp/239.77.0.225:5146
广东民生,https://php.17186.eu.org/gdtv/web/gdgg.m3u8
广东少儿,http://113.101.119.52:808/hls/111/index.m3u8
广东少儿,http://113.110.72.132:808/hls/111/index.m3u8
广东少儿,http://ddns.cyruslee.top:8888/udp/239.77.0.250:5146
广东少儿,https://php.17186.eu.org/gdtv/web/gdse.m3u8
广东体育,http://113.110.72.132:808/hls/605/index.m3u8
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
广东体育,http://14.126.29.160:7777/udp/239.77.0.112:5146
广东体育,http://ddns.cyruslee.top:8888/udp/239.77.0.112:5146
广东体育,http://ddns.cyruslee.top:8888/udp/239.77.0.168:5146
广东体育,https://php.17186.eu.org/gdtv/web/gdty.m3u8
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
广东网络广播电视台,https://php.17186.eu.org/gdtv/web/life.m3u8
广东网络广播电视台,https://php.17186.eu.org/gdtv/web/wenhua.m3u8
广东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,https://php.17186.eu.org/gdtv/web/gdws.m3u8
广东现代教育,https://php.17186.eu.org/gdtv/web/xdjy.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
广东新闻,http://113.110.72.132:808/hls/106/index.m3u8
广东新闻,http://ddns.cyruslee.top:8888/udp/239.77.0.173:5146
广东新闻,https://php.17186.eu.org/gdtv/web/gdxw.m3u8
广东新闻,https://php.17186.eu.org/gdtv/web/xwpd.m3u8
广东移动,http://14.126.29.160:7777/udp/239.77.0.20:5146
广东移动,http://ddns.cyruslee.top:8888/udp/239.77.0.20:5146
广东移动,https://php.17186.eu.org/gdtv/web/ydpd.m3u8
广东影视,http://113.101.119.52:808/hls/110/index.m3u8
广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东珠江,http://[2409:8087:7001:20:1000::84]:6610/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3&IASHttpSessionId=RR503720240113214942640175
广东珠江,http://[2409:8087:7001:20:1000::84]:6610/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3&IASHttpSessionId=RR503820240109152105406385
广东珠江,http://[2409:8087:7001:20:1000::86]:6610/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3&IASHttpSessionId=RR503220240113215226046282
