央视频道,#genre#
深圳卫视,http://[2409:8087:7000:20::15]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8
湖北卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/index.m3u8
山西卫视,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
东南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/index.m3u8
重庆卫视,http://[2409:8087:7000:20::18]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/index.m3u8
黑龙江卫视,http://[2409:8087:7000:20::f]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
内蒙古卫视,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
陕西卫视,http://[2409:8087:7001:20:3::9]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226326/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
三沙卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/ott.mobaibox.com/PLTV/4/224/3221228626/index.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/index.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
农林卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
重温经典,http://1.62.64.234/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
山东教育,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
金色学堂,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226994/index.m3u8
纪实人文,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226230/index.m3u8
第一财经,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226966/index.m3u8
乐游频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8
都市剧场,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226581/index.m3u8
欢笑剧场,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
纪实科教,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/index.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰纪实,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
茶友频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/index.m3u8
快乐垂钓,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226805/index.m3u8
游戏风云,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
嘉佳卡通,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
哒啵电竞,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8
哒啵赛事,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb04]:80/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
梨园频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
弈坛春秋,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
老故事,http://[2409:8087:7001:20:3::5]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
财富天下,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226350/index.m3u8
置业频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
家庭理财,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226247/index.m3u8
劲爆体育,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8
广东频道,#genre#
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws
广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
广东经济科教,http://php.jdshipin.com:8880/chudian.php?id=gdjjkj
广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
嘉佳卡通,http://php.jdshipin.com:8880/chudian.php?id=jjkt
广东国际,http://php.jdshipin.com:8880/chudian.php?id=gdgj
广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
广东综艺4K,http://php.jdshipin.com:8880/chudian.php?id=gdzy
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广东4K超高清,http://14.126.29.160:7777/udp/239.77.0.244:5146
广东4K超高清,http://ddns.cyruslee.top:8888/udp/239.77.0.244:5146
广东4K超高清,https://php.17186.eu.org/gdtv/web/gdzy.m3u8
广东IPTV广告,http://ddns.cyruslee.top:8888/udp/239.77.0.232:5146
广东IPTV广告,http://ddns.cyruslee.top:8888/udp/239.77.0.240:5146
广东大湾区卫视,http://113.110.72.132:808/hls/606/index.m3u8
广东大湾区卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/wh7f454c46tw350016125_686450511/ott.mobaibox.com/PLTV/3/224/3221227005/index.m3u8?
广东大湾区卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1935909172_1423147160/ott.mobaibox.com/PLTV/3/224/3221228326/index.m3u8?
广东大湾区卫视,http://113.101.119.52:808/hls/129/index.m3u8
广东大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东大湾区卫视,http://ddns.cyruslee.top:8888/udp/239.77.0.215:5146
广东大湾区卫视,https://php.17186.eu.org/gdtv/web/gdgj.m3u8
广东大湾区卫视,https://php.17186.eu.org/gdtv/web/health.m3u8
广东大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
广东广视传媒,https://php.17186.eu.org/gdtv/web/lizhi.m3u8
广东嘉佳卡通,http://14.126.29.160:7777/udp/239.77.0.179:5146
广东嘉佳卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.179:5146
广东经济科教,http://113.110.72.132:808/hls/129/index.m3u8
广东经济科教,http://14.126.29.160:7777/udp/239.77.0.167:5146
广东经济科教,http://14.126.29.160:7777/udp/239.77.0.85:5146
广东经济科教,http://ddns.cyruslee.top:8888/udp/239.77.0.167:5146
广东经济科教,http://ddns.cyruslee.top:8888/udp/239.77.0.85:5146
广东经济科教,https://php.17186.eu.org/gdtv/web/jjkj.m3u8
广东岭南戏曲,http://113.110.72.132:808/hls/22/index.m3u8
广东岭南戏曲,http://14.126.29.160:7777/udp/239.77.0.16:5146
广东岭南戏曲,http://ddns.cyruslee.top:8888/udp/239.77.0.16:5146
广东岭南戏曲,https://php.17186.eu.org/gdtv/web/lnxq.m3u8
广东民生,http://113.101.119.52:808/hls/107/index.m3u8
广东民生,http://113.110.72.132:808/hls/107/index.m3u8
广东民生,http://14.126.29.160:7777/udp/239.77.0.225:5146
广东民生,http://ddns.cyruslee.top:8888/udp/239.77.0.225:5146
广东民生,https://php.17186.eu.org/gdtv/web/gdgg.m3u8
广东少儿,http://113.101.119.52:808/hls/111/index.m3u8
广东少儿,http://113.110.72.132:808/hls/111/index.m3u8
广东少儿,http://ddns.cyruslee.top:8888/udp/239.77.0.250:5146
广东少儿,https://php.17186.eu.org/gdtv/web/gdse.m3u8
广东体育,http://113.110.72.132:808/hls/605/index.m3u8
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
广东体育,http://14.126.29.160:7777/udp/239.77.0.112:5146
广东体育,http://ddns.cyruslee.top:8888/udp/239.77.0.112:5146
广东体育,http://ddns.cyruslee.top:8888/udp/239.77.0.168:5146
广东体育,https://php.17186.eu.org/gdtv/web/gdty.m3u8
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广东网络广播电视台,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
广东网络广播电视台,https://php.17186.eu.org/gdtv/web/life.m3u8
广东网络广播电视台,https://php.17186.eu.org/gdtv/web/wenhua.m3u8
广东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,https://php.17186.eu.org/gdtv/web/gdws.m3u8
广东现代教育,https://php.17186.eu.org/gdtv/web/xdjy.m3u8
广东新闻,http://113.101.119.52:808/hls/106/index.m3u8
广东新闻,http://113.110.72.132:808/hls/106/index.m3u8
广东新闻,http://ddns.cyruslee.top:8888/udp/239.77.0.173:5146
广东新闻,https://php.17186.eu.org/gdtv/web/gdxw.m3u8
广东新闻,https://php.17186.eu.org/gdtv/web/xwpd.m3u8
广东移动,http://14.126.29.160:7777/udp/239.77.0.20:5146
广东移动,http://ddns.cyruslee.top:8888/udp/239.77.0.20:5146
广东移动,https://php.17186.eu.org/gdtv/web/ydpd.m3u8
广东影视,http://113.101.119.52:808/hls/110/index.m3u8
广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东珠江,http://[2409:8087:7001:20:1000::84]:6610/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3&IASHttpSessionId=RR503720240113214942640175
广东珠江,http://[2409:8087:7001:20:1000::84]:6610/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3&IASHttpSessionId=RR503820240109152105406385
广东珠江,http://[2409:8087:7001:20:1000::86]:6610/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3&IASHttpSessionId=RR503220240113215226046282
广东珠江,http://[2409:8087:7001:20:1000::96]:6610/000000001000/1000000004000011655/index.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3&HlsProfileId=
广东珠江,http://113.101.119.52:808/hls/105/index.m3u8
广东珠江,http://14.126.29.160:7777/udp/239.77.0.1:5146
广东珠江,http://ddns.cyruslee.top:8888/udp/239.77.0.1:5146
广东珠江,http://ddns.cyruslee.top:8888/udp/239.77.0.114:5146
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江,https://php.17186.eu.org/gdtv/web/gdzj.m3u8
广东综艺,https://php.17186.eu.org/gdtv/web/jilupian.m3u8
深圳财经,http://gmxw.7766.org:808/hls/151/index.m3u8
深圳电视剧,http://gmxw.7766.org:808/hls/141/index.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
深圳公共,http://gmxw.7766.org:808/hls/156/index.m3u8
深圳少儿,http://gmxw.7766.org:808/hls/157/index.m3u8
深圳体育,http://gmxw.7766.org:808/hls/158/index.m3u8
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
深圳娱乐,http://gmxw.7766.org:808/hls/155/index.m3u8
深圳众创TV,https://lglivepull.sznews.com/live/2645.m3u8
广东卫视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.2:5146
广东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.19:5146
广东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.1.152:5146
广东卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.84:5146
广东卫视超清(1920x1080),http://125.92.112.115:6668/rtp/239.77.0.166:5146
广东珠江(1024x576),http://14.126.29.160:7777/rtp/239.77.0.3:5146
广东珠江(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.1:5146
广东珠江超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.114:5146
广东新闻(1024x576),http://14.126.29.160:7777/rtp/239.77.0.4:5146
广东新闻(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.173:5146
广东民生(1024x576),http://14.126.29.160:7777/rtp/239.77.0.5:5146
广东民生(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.225:5146
广东体育(1024x576),http://14.126.29.160:7777/rtp/239.77.0.6:5146
广东体育(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.112:5146
广东体育超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.168:5146
经济科教(1024x576),http://14.126.29.160:7777/rtp/239.77.0.8:5146
经济科教(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.85:5146
经济科教超清(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.167:5146
大湾区卫视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.9:5146
大湾区卫视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.215:5146
广东影视(1024x576),http://14.126.29.160:7777/rtp/239.77.0.11:5146
广东影视(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.217:5146
广东少儿(1024x576),http://14.126.29.160:7777/rtp/239.77.0.12:5146
广东少儿(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.250:5146
嘉佳卡通(1024x576),http://14.126.29.160:7777/rtp/239.77.0.13:5146
嘉佳卡通(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.179:5146
南方购物(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.19:5146
南方购物(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.22:5146
岭南戏曲(1024x576),http://14.126.29.160:7777/rtp/239.77.0.16:5146
岭南戏曲(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.122:5146
广东房产(1024x576),http://14.126.29.160:7777/rtp/239.77.0.14:5146
现代教育(1024x576),http://14.126.29.160:7777/rtp/239.77.0.18:5146
现代教育(1920x1080),http://14.126.29.160:7777/rtp/239.77.0.213:5146
广东移动(1024x576),http://14.126.29.160:7777/rtp/239.77.0.20:5146
广东4K超高清(3840x2160),http://14.126.29.160:7777/rtp/239.77.1.237:5146
广东4K超高清(3840x2160),http://14.126.29.160:7777/rtp/239.77.0.244:5146
广东4K超高清(3840x2160),http://125.92.112.115:6668/rtp/239.77.0.245:5146
